Restaurant,Cuisine,Neighborhood,Address,Latitude,Longitude
Rivercrest,American (New),"Astoria, New York, NY","33-15 Ditmars Blvd, Astoria, NY 11105, USA",40.7751809,-73.9089997
Grotta Azzurra,Italian,"Little Italy, New York, NY","177 Mulberry St, New York, NY 10013, USA",40.7203092,-73.99702430000000
Suprema Provisions,Italian,"West Village, New York, NY","305 Bleecker St, New York, NY 10014, USA",40.7326906,-74.0036439
Tamarind Tribeca,Indian,"Tribeca, New York, NY","99 Hudson St, New York, NY 10013, USA",40.7190883,-74.00891290000000
Henry's End,American (New),"Brooklyn Heights, New York, NY","72 Henry St, Brooklyn, NY 11201, USA",40.6987184,-73.99263070000000
Amity Hall Uptown,American (New),"Upper West Side, New York, NY","982 Amsterdam Ave, New York, NY 10025, USA",40.8022031,-73.9647008
Lafayette,French,"Noho, New York, NY","380 Lafayette St, New York, NY 10003, USA",40.7277113,-73.99363150000000
Tommy Bahama Restaurant–Bar–Store,American (New),"Midtown East, New York, NY","551 5th Ave Suite 101, New York, NY 10176, USA",40.7555234,-73.9791968
Atlantis Prime,Steakhouse,"Herald Square, New York, NY","38 W 36th St., New York, NY 10018, USA",40.7502737,-73.9854762
Carne Mare,Steakhouse,"The Seaport, New York, NY","89 South St, New York, NY 10038, USA",40.7056435,-74.0016663
Mamo,Italian,"Soho, New York, NY","323 W Broadway, New York, NY 10013, USA",40.7218737,-74.00383820000000
Serra,Italian,"Flatiron District, New York, NY","200 5th Ave, New York, NY 10010, USA",40.7419668,-73.9895296
Gabriel's Bar & Restaurant,Italian,"Midtown West, New York, NY","40 Central Park S, New York, NY 10019, USA",40.7650765,-73.975516
Grand Brasserie,French,"Midtown East, New York, NY","89 E 42nd St Vanderbilt Hall, New York, NY 10017, USA",40.7526966,-73.97784910000000
Da Andrea - Greenwich Village,Italian,"Greenwich Village, New York, NY","35 W 13th St, New York, NY 10011, USA",40.7362477,-73.9958123
The Ivy Room,American (New),"Nomad, New York, NY","420 Park Ave S P2, New York, NY 10016, USA",40.7439194,-73.9841967
A La Turka,Turkish,"Upper East Side, New York, NY","1417 2nd Ave, New York, NY 10021, USA",40.7701243,-73.9577261
The Otter,Seafood,"Soho, New York, NY","58 Thompson St, New York, NY 10012, USA",40.723944,-74.0033097
Tonchin Brooklyn,Japanese / Sushi,"Williamsburg, New York, NY","109 N 3rd St, Brooklyn, NY 11249, USA",40.7167624,-73.9616996
Union Square Cafe,American (New),"Gramercy, New York, NY","101 E 19th St, New York, NY 10003, USA",40.7377702,-73.9878767
Chelsea Ristorante,Italian,"Chelsea, New York, NY","108 8th Ave, New York, NY 10011, USA",40.7406515,-74.0015913
Arte Cafe,Italian,"Upper West Side, New York, NY","106 W 73rd St, New York, NY 10023, USA",40.7781026,-73.9788477
STK Midtown,Steakhouse,"Midtown West, New York, NY","1114 6th Ave, New York, NY 10036, USA",40.75488200000000,-73.9826021
The Queensboro,American (Traditional),"Jackson Heights, New York, NY","80-02 Northern Blvd, Jackson Heights, NY 11372, USA",40.755152,-73.8869912
French Louie,French,"Boerum Hill, New York, NY","320 Atlantic Ave, Brooklyn, NY 11201, USA",40.6880066,-73.98821770000000
Molyvos,Greek,"Hells Kitchen, New York, NY","402 West 43rd Street New York (Btwn 9th &, 10th Ave, New York, NY 10036, USA",40.7592716,-73.99275510000000
The Noortwyck,American (New),"West Village, New York, NY","289 Bleecker St, New York, NY 10014, USA",40.7321832,-74.0033181
Dos Caminos Lexington,Mexican,"Midtown East, New York, NY","480 Lexington Ave, New York, NY 10167, USA",40.754543,-73.97416870000000
Del Frisco's Grille - Brookfield Place,Steakhouse,"Battery Park City, New York, NY","250 Vesey St, New York, NY 10281, USA",40.7134456,-74.0151854
Dowling’s at The Carlyle,American (Traditional),"Upper East Side, New York, NY","35 E 76th St, New York, NY 10021, USA",40.7744489,-73.9630744
The Bar Room at The Modern,American (New),"Midtown West, New York, NY","9 W 53rd St, New York, NY 10019, USA",40.7611122,-73.9767127
Naro,Korean,"Midtown West, New York, NY","Rink Level CO, 610 5th Ave #04, New York, NY 10020, USA",40.7583251,-73.9780787
Le District Bar & Bistro,French,"Battery Park City, New York, NY","225 Liberty St, New York, NY 10281, USA",40.711535,-74.01525200000000
Masaaki,Japanese / Sushi,"Bayside, New York, NY","214-16 41st Ave, Bayside, NY 11361, USA",40.7635589,-73.77023680000000
Cafe Zaffri,Middle Eastern,"Union Square, New York, NY","16 E 16th St, New York, NY 10003, USA",40.7357722,-73.9889383
Blvd Bistro,Soul Food / Southern,"Harlem, New York, NY","2149 Frederick Douglass Blvd, New York, NY 10026, USA",40.8043549,-73.95577570000000
Zou Zou's,Mediterranean,"Hudson Yards, New York, NY","385 9th Ave Suite 85, New York, NY 10001, USA",40.7522251,-73.9981157
Peggy's,Eclectic,"Midtown East, New York, NY","1043 2nd Ave, New York, NY 10022, USA",40.7579643,-73.96660830000000
Fogo de Chão Brazilian Steakhouse - World Trade Center,Brazilian,"Lower Manhattan, New York, NY","40 Cortlandt Wy Tower 3, Space 1340, New York, NY 10007, USA",40.7107626,-74.01181350000000
Telio,Greek,"Upper West Side, New York, NY","2672 Broadway, New York, NY 10025, USA",40.7982096,-73.9688654
Noodle Bar - Uptown,Asian Fusion,"Midtown West, New York, NY","10 Columbus Cir, New York, NY 10019, USA",40.7685526,-73.9831866
Allora Fifth Ave,Italian,"Nomad, New York, NY","292 5th Ave, New York, NY 10001, USA",40.7463935,-73.9864578
La Pecora Bianca Upper East Side,Italian,"Upper East Side, New York, NY","1562 2nd Ave, New York, NY 10028, USA",40.7746825,-73.95386860000000
Il Mulino New York | Madison,Italian,"Midtown East, New York, NY","58 E 56th St, New York, NY 10022, USA",40.7612168,-73.9724411
Paris Bar,French,"Midtown West, New York, NY","120 W 57th St, New York, NY 10019, USA",40.7645242,-73.97845750000000
BKK New York,Thai,"Midtown West, New York, NY","238 W 56th St, New York, NY 10019, USA",40.7656694,-73.9829226
Dhamaka,Indian,"Lower East Side, New York, NY","119 Delancey St, New York, NY 10002, USA",40.7180658,-73.9881304
Anassa Taverna - Astoria,Greek,"Astoria, New York, NY","28-10 Astoria Blvd, Astoria, NY 11102, USA",40.7705679,-73.9206612
ilili - Midtown,Mediterranean,"Midtown East, New York, NY","157 E 53rd St, New York, NY 10022, USA",40.7580782,-73.9700009
Le Tout Va Bien,French,"Hells Kitchen, New York, NY","311 W 51st St, New York, NY 10019, USA",40.7635398,-73.9861188
Crazy Pizza,Italian,"Soho, New York, NY","218 Lafayette St, New York, NY 10012, USA",40.7220042,-73.99779770000000
Murano Ristorante,Italian,"Midtown East, New York, NY","120 E 56th St, New York, NY 10022, USA",40.7604629,-73.97063470000000
Amélie - Upper West Side,French,"Upper West Side, New York, NY","566 Amsterdam Ave, New York, NY 10024, USA",40.7887508,-73.9746244
Izakaya Futago,Japanese / Sushi,"Midtown East, New York, NY","211 E 43rd St, New York, NY 10017, USA",40.7512148,-73.9731396
Cha Cha Tang,Chinese,"West Village, New York, NY","257 6th Ave, New York, NY 10014, USA",40.7290259,-74.00280700000000
Brasserie Cognac - Midtown East,French,"Midtown East, New York, NY","517 Lexington Ave, New York, NY 10017, USA",40.7553,-73.9728788
Ponty Bistro,French,"Harlem, New York, NY","2375 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",40.8175945,-73.94153830000000
Wan Waan,Thai,"Chelsea, New York, NY","200 8th Ave, New York, NY 10011, USA",40.7434814,-73.9995027
Smith & Mills - Rockefeller Center,American (New),"Midtown West, New York, NY","Rink Level, 30 Rockefeller Plaza, New York, NY 10112, USA",40.7593755,-73.9799726
Levant on Smith,French,"Carroll Gardens, New York, NY","223 Smith St, Brooklyn, NY 11201, USA",40.6842168,-73.9919312
Docks Off 5th,Seafood,"Midtown West, New York, NY","25 W 51st St #6939, New York, NY 10019, USA",40.7599981,-73.9781592
Romeo's Italian Restaurant,Italian,"Jackson Heights, New York, NY","74-27 37th Ave, Jackson Heights, NY 11372, USA",40.749183,-73.8910294
Renaissance Harlem,American (New),"Harlem, New York, NY","2245 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",40.8133579,-73.94473050000000
La Pecora Bianca Bryant Park,Italian,"Midtown West, New York, NY","20 W 40th St, New York, NY 10018, USA",40.7525176,-73.9831529
Burrito Bar,Mexican,"West Brighton, New York, NY","585 Forest Ave, Staten Island, NY 10310, USA",40.6303627,-74.1088297
Red Room Bar,French,"Lower Manhattan, New York, NY","1 Wall St, New York, NY 10005, USA",40.7073963,-74.0118341
Motek,Mediterranean,"Flatiron District, New York, NY","928 Broadway, New York, NY 10010, USA",40.7399349,-73.9895399
Markette,Caribbean,"Chelsea, New York, NY","326 7th Ave, New York, NY 10001, USA",40.7475892,-73.9934928
Arthur & Sons - Murray Hill,Italian,"Murray Hill, New York, NY","145 E 39th St, New York, NY 10016, USA",40.7493602,-73.9765358
Tinos,Greek,"Upper East Side, New York, NY","1748 1st Ave, New York, NY 10128, USA",40.7796558,-73.9469671
UNGLO Thai Restaurant & Bar,Thai,"Upper West Side, New York, NY","35 W 64th St, New York, NY 10023, USA",40.7720044,-73.9811058
Pepolino,Italian,"Tribeca, New York, NY","281 W Broadway, New York, NY 10013, USA",40.72076210000000,-74.0048877
Casa Louie,Italian,"Hudson Yards, New York, NY","455 W 37th St, New York, NY 10018, USA",40.7565507,-73.9970518
Barlume,Mediterranean,"Flatiron District, New York, NY","900 Broadway, New York, NY 10003, USA",40.73885750000000,-73.9895466
Saggio,Italian,"Washington Heights, New York, NY","827 W 181st St, New York, NY 10033, USA",40.85141900000000,-73.93951540000000
Mama Mezze,Mediterranean,"Nomad, New York, NY","1123 Broadway, New York, NY 10010, USA",40.7433949,-73.9894419
Don Cheech,Italian,"Rosebank, New York, NY","1271 Bay St, Staten Island, NY 10305, USA",40.6125112,-74.06474880000000
Ralph's Sports Bar,American (New),"Dongan Hills, New York, NY","1571 Richmond Rd, Staten Island, NY 10304, USA",40.5912423,-74.1012703
Eataly NYC SoHo,Italian,"Soho, New York, NY","200 Lafayette St, New York, NY 10012, USA",40.7213773,-73.9983436
Pico De Gallo Bar & Kitchen,Mexican,"Upper West Side, New York, NY","768 Amsterdam Ave, New York, NY 10025, USA",40.7951789,-73.9698463
Drai's Supper Club,French,"West Village, New York, NY","244 W 14th St, New York, NY 10011, USA",40.739237,-74.00194120000000
Aquarelle,Seafood,"East Village, New York, NY","47 Avenue B, New York, NY 10009, USA",40.7229625,-73.98251020000000
City Vineyard,American (New),"Tribeca, New York, NY","233 West St, New York, NY 10013, USA",40.7213003,-74.01287120000000
Rosie O'Grady's,American (Traditional),"Times Square/Theatre District, New York, NY","148 W 51st St, New York, NY 10019, USA",40.7613288,-73.98220880000000
Bar Bianchi,Italian,"East Village, New York, NY","5 Avenue A, New York, NY 10009, USA",40.7225634,-73.9864693
Naxos,Greek,"Williamsburg, New York, NY","470 Driggs Ave, Brooklyn, NY 11211, USA",40.719007,-73.9547011
El Bistró Tropical,Colombian,"Nomad, New York, NY","1227 Broadway Located inside the iconic Virgin Hotels, on the 4th floor, New York, NY 10001, USA",40.7466063,-73.98879100000000
SaiTong Thai,Thai,"Times Square/Theatre District, New York, NY","244 W 48th St, New York, NY 10036, USA",40.7606777,-73.9865615
Pylos,Greek,"East Village, New York, NY","128 E 7th St, New York, NY 10009, USA",40.7260604,-73.9841737
8282,Korean,"Lower East Side, New York, NY","84 Stanton St, New York, NY 10002, USA",40.7216708,-73.9887463
Le Monde,French,"Morningside Heights, New York, NY","2885 Broadway, New York, NY 10025, USA",40.8058863,-73.9658847
Fogo de Chão Brazilian Steakhouse - Brooklyn,Brazilian,"Downtown Brooklyn, New York, NY","445 Albee Square W, Brooklyn, NY 11201, USA",40.6907135,-73.983204
Bleu Fin,Seafood,"Bushwick, New York, NY","1487 Broadway, Brooklyn, NY 11221, USA",40.6874039,-73.918055
Stretch Pizza - Park Ave,Pizza,"Flatiron District, New York, NY","331 Park Ave S, New York, NY 10010, USA",40.7410114,-73.98555740000000
Sea by Jungsik,Thai,"Chelsea, New York, NY","151 W 30th St, New York, NY 10001, USA",40.7483603,-73.99186740000000
Reverie,Vegan,"New York, NY","135 Metropolitan Ave, Brooklyn, NY 11249, USA",40.71633660000000,-73.9621928
Anassa Taverna - Downtown,Greek,"Battery Park City, New York, NY","104 N End Ave, New York, NY 10282, USA",40.7148544,-74.0144968
La Pecora Bianca SoHo,Italian,"Soho, New York, NY","54 Prince St, New York, NY 10012, USA",40.723489,-73.9963116
Quality Italian,Italian,"Midtown West, New York, NY","57 W 57th St, New York, NY 10019, USA",40.7644381,-73.9766479
Code Red Restaurant & Lounge,Caribbean,"Laconia, New York, NY","1320 E Gun Hill Rd, Bronx, NY 10469, USA",40.8711902,-73.84811360000000
Gitano NYC,Mexican,"The Seaport, New York, NY","89 South St, New York, NY 10038, USA",40.7056435,-74.0016663
American Brass,American (New),"Long Island City, New York, NY","2-01 50th Ave, Long Island City, NY 11101, USA",40.7439708,-73.95849300000000
Pascalou,French,"Upper East Side, New York, NY","1308 Madison Ave, New York, NY 10128, USA",40.7851222,-73.9558722
Leon’s,Italian,"Greenwich Village, New York, NY","817 Broadway, New York, NY 10003, USA",40.7331293,-73.9913302
Barrio BX,Puerto Rican,"Unionport, New York, NY","1247 Castle Hill Ave, Bronx, NY 10462, USA",40.8330953,-73.8516697
Cathédrale,French,"East Village, New York, NY","112 E 11th St, New York, NY 10003, USA",40.73150590000000,-73.9895444
F&J Pine,Italian,"Morris Park, New York, NY","1913 Bronxdale Ave, Bronx, NY 10462, USA",40.8487297,-73.8622596
Mito - Fort Greene,Japanese / Sushi,"Fort Greene, New York, NY","280 Ashland Pl, Brooklyn, NY 11217, USA",40.6870406,-73.9785036
Poppy,American (New),"East Village, New York, NY","505 E 12th St, New York, NY 10009, USA",40.7290594,-73.9809167
Surfish Bistro,Peruvian,"Gowanus, New York, NY","550 3rd Ave, Brooklyn, NY 11215, USA",40.66863440000000,-73.99365450000000
Sistina,Italian,"Upper East Side, New York, NY","24 E 81st St, New York, NY 10028, USA",40.7775913,-73.9616751
Yefsi Estiatorio,Greek,"Upper East Side, New York, NY","1481 York Ave, New York, NY 10075, USA",40.7710462,-73.9510258
Mykonian House,Greek,"Upper East Side, New York, NY","25 E 83rd St, New York, NY 10028, USA",40.7791699,-73.9602975
Aqua Roma,Italian,"Flatiron District, New York, NY","902 Broadway, New York, NY 10010, USA",40.7394362,-73.9895524
ABC Kitchens DUMBO,American (New),"Dumbo, New York, NY","55 Water St, Brooklyn, NY 11201, USA",40.7033616,-73.99138290000000
Smyth Tavern,American (Traditional),"Tribeca, New York, NY","85 W Broadway, New York, NY 10007, USA",40.71533900000000,-74.009177
Benihana,Japanese / Sushi,"Midtown West, New York, NY","47 W 56th St, New York, NY 10019, USA",40.7634413,-73.9767248
Saigon Social,Vietnamese,"Lower East Side, New York, NY","172 Orchard St, New York, NY 10002, USA",40.7214626,-73.9882485
Little Fino,Italian,"Williamsburg, New York, NY","111 N 12th St, Brooklyn, NY 11249, USA",40.7228468,-73.9578689
La Tête d’Or,Steakhouse,"Flatiron District, New York, NY","318 Park Ave S, New York, NY 10010, USA",40.7406632,-73.9863353
Ishq,Indian,"East Village, New York, NY","202 Avenue A Frnt A, New York, NY 10009, USA",40.7293646,-73.98086620000000
Caravaggio,Italian,"Upper East Side, New York, NY","23 E 74th St, New York, NY 10021, USA",40.7733964,-73.9647449
iNine Bistro,Eclectic,"Mott Haven, New York, NY","53 Bruckner Blvd, Bronx, NY 10454, USA",40.8067625,-73.9266885
Quality Meats,Steakhouse,"Midtown West, New York, NY","57 W 58th St, New York, NY 10019, USA",40.7649855,-73.97632450000000
Bar Chuzo,Latin American,"Bay Ridge, New York, NY","9324 3rd Ave, Brooklyn, NY 11209, USA",40.618124,-74.0335037
Amélie - West Village,French,"Greenwich Village, New York, NY","22 W 8th St, New York, NY 10011, USA",40.7326534,-73.99767850000000
Liman Restaurant,Mediterranean,"Coney Island, New York, NY","825 Surf Ave 2nd Floor, Brooklyn, NY 11224, USA",40.5755665,-73.9773292
Catch n' Chop,Steakhouse,"Upper East Side, New York, NY","1600 3rd Ave, New York, NY 10128, USA",40.7813704,-73.9524453
Fogo de Chão Brazilian Steakhouse - Elmhurst,Brazilian,"Elmhurst, New York, NY","92-50 59th Ave, Elmhurst, NY 11373, USA",40.7344085,-73.8674693
Amaranth,Mediterranean,"Upper East Side, New York, NY","21 E 62nd St GROUND FLOOR, New York, NY 10065, USA",40.7657854,-73.9703126
Masalawala & Sons,Indian,"Park Slope, New York, NY","365 5th Ave, Brooklyn, NY 11215, USA",40.6712529,-73.98428280000000
Jasmine's Caribbean Cuisine,Caribbean,"Times Square/Theatre District, New York, NY","371 W 46th St, New York, NY 10036, USA",40.7609624,-73.9902686
Sojourn Social,American (New),"Upper East Side, New York, NY","1708 2nd Ave, New York, NY 10128, USA",40.7794134,-73.95026590000000
Maison Passerelle,French,"Lower Manhattan, New York, NY","1 Wall St, New York, NY 10005, USA",40.7073963,-74.0118341
Fresco by Scotto,Italian,"Midtown East, New York, NY","34 E 52nd St, New York, NY 10022, USA",40.7588164,-73.9745136
PB Brasserie Steak House,French,"Harlem, New York, NY","Pb brasserie steak house, 60 W 125th St, New York, NY 10027, USA",40.8071744,-73.9444886
Bar Mercer,Gastropub,"Soho, New York, NY","25 W Houston St, New York, NY 10012, USA",40.7256997,-73.9979978
The Mermaid Inn - Upper West Side,Seafood,"Upper West Side, New York, NY","335 Columbus Ave, New York, NY 10023, USA",40.7798699,-73.9768058
Korali Estiatorio,Greek,"Upper East Side, New York, NY","1662 3rd Ave, New York, NY 10128, USA",40.783492,-73.950977
Rialto Ristorante,Italian,"Astoria, New York, NY","28-11 Astoria Blvd, Astoria, NY 11102, USA",40.7708378,-73.9203251
Boni & Mott,Mediterranean,"Nolita, New York, NY","238 Mott St, New York, NY 10012, USA",40.7226793,-73.99493820000000
La Pecora Bianca Upper West Side,Italian,"Upper West Side, New York, NY","359 Columbus Ave, New York, NY 10024, USA",40.7804753,-73.9763467
Margaux by La Sirène,French,"Murray Hill, New York, NY","238 Madison Ave, New York, NY 10016, USA",40.7499446,-73.9817461
